PARTICIPANT,AGE OF ACQUISITION,PROFICIENCY GROUP,PROFICIENCY TEST SCORE,FPZ,CPZ,FP2,F7,FC4,CP3,P4,O1,FZ,PZ,C4,F4,FT8,TP7,T6,O2,FCZ,FP1,F3,F8,C3,CP4,P3,OZ,CZ,FC3,FT7,T4,T3,TP6,T5
58,16,LOW,17,-2.485947847,5.643733978,-3.466752052,-0.884072483,2.487700224,5.219541073,6.01695919,3.09340477,1.30375123,5.954945087,3.788113832,0.130957752,1.054558158,2.811130047,5.97454834,4.387473106,2.862710714,-2.504591942,1.905242324,-0.954062998,5.175145626,5.14125061,5.269547462,3.288763285,4.424817562,4.553350449,1.413756371,2.626712322,1.742165804,4.753799915,2.258347034
59,14,LOW,23,-0.60296756,11.26571751,0.259197474,-0.526942611,7.323503494,11.35731888,11.83786392,8.026740074,6.114822388,11.7268734,9.075400352,5.766077518,5.001946926,4.659170151,5.571217537,6.252912521,7.768980026,-1.337848783,4.625974178,4.212151527,9.987465858,11.24592686,12.2028656,7.292302132,9.607135773,7.985158443,1.882504106,5.478871822,3.802647114,5.680746078,5.386368752
60,15,LOW,24,-2.677526712,6.491312504,-2.21001029,-1.652810335,3.942182541,5.950063705,5.776606083,7.133121967,1.913400412,7.079763889,5.705438614,1.990127683,0.900720119,3.922279119,2.836414099,4.476844788,4.204284668,-2.19360137,1.91143477,-0.206501067,4.665682316,6.286058903,7.420054436,5.414266109,6.056612015,3.193790913,0.439290047,1.600507021,1.862124205,2.550082922,5.28995657
61,18,LOW,22,-2.360943794,10.934659,-1.997762561,-0.617333114,5.393605232,8.831140518,9.838040352,6.597902298,4.887404442,10.01243687,8.33323288,3.502738237,2.2962327,5.344042301,6.766601563,8.465600014,6.679004669,-2.633237839,3.143376112,0.848432183,7.249387741,8.832701683,9.52628231,7.14712286,9.124148369,5.013566017,1.547334313,3.907413721,3.481151581,5.427762032,5.861767292
62,11,LOW,24,-12.63052559,2.949708223,-16.32045174,-4.348304749,1.200886965,4.937102318,4.070316792,5.091361046,-0.586317778,3.89310813,2.408335924,-1.119638681,1.910949349,4.217602253,5.063995361,4.735426426,1.496542096,-13.16087437,-0.895685911,-2.154476643,4.264564991,3.195735216,5.007944107,3.672860384,1.948171616,3.367578745,1.245371461,3.5642097,3.148793221,5.056592941,4.237065315
63,14,LOW,24,3.124549389,5.653344154,1.259630442,2.565134525,3.319469213,6.021731377,3.831941366,3.734121323,3.555097342,5.542861938,3.514567137,2.057063341,2.169809818,5.025261879,1.700928688,3.239768505,3.665344715,2.673601866,3.784675598,1.927868843,5.473380089,4.26035738,5.451956749,2.648688555,4.241462231,4.689528465,3.552605867,1.472385049,3.844489098,1.852674365,4.555721283
64,15,LOW,21,-1.51516211,2.479356527,-1.651479721,-1.295425296,2.374349117,2.458136797,3.295102596,1.50208962,1.492291331,2.510712862,3.152775526,2.301053286,1.17865777,1.379538178,2.382977009,1.34541285,2.371756077,-1.542109132,1.218102098,-0.603487134,2.102319956,2.94557023,2.347636461,0.964547575,2.455401897,1.826171994,-0.772024393,1.952015877,0.359442055,2.458824635,1.23924458
65,13.5,LOW,24,7.098096371,10.36217785,6.518977642,4.328652382,7.598632336,8.670358658,7.83194828,5.411627769,8.873897552,9.495829582,8.055906296,7.759336472,4.676024437,4.132362843,4.686954975,5.675346851,10.36423016,6.48585701,7.423371792,4.354830742,8.593472481,8.004517555,8.401499748,5.372965336,11.52439976,8.24384594,3.704317808,4.321258545,3.42723465,4.928814888,4.220246792
66,14,LOW,28,4.679197311,9.490127563,4.727473259,1.140424967,7.169139862,10.42146778,9.967090607,10.49417973,6.868085861,10.16809177,8.823806763,5.926937103,3.143868685,5.726483822,7.256162167,9.946950912,8.352152824,4.426643372,6.550695419,2.567650795,9.962400436,9.394800186,11.35676289,9.979714394,9.648208618,8.10899353,1.947215199,4.182500362,2.995536804,5.551477909,8.792759895
67,15,LOW,26,-6.377902985,5.434811115,-6.140624523,-5.294944286,3.143408298,5.179524899,4.727993011,4.011804104,1.133663774,5.413232803,4.103183746,0.916922688,2.40356946,2.711788416,4.093865395,3.478893518,2.910023928,-6.941320896,-0.166668251,2.723441601,4.019146919,4.693462849,5.200922966,3.740846634,4.699852943,2.100218296,-1.5085572,1.93777597,0.872823179,2.446606398,4.019064903
68,14,LOW,26,-4.706669807,2.637271166,-3.600015163,-6.96871233,1.199556828,1.59947753,4.055393219,0.877220511,-1.829992414,3.804603338,2.741811275,-0.92613858,2.58925128,-0.000758008,3.977615356,0.57770735,-0.237232268,-4.830001831,-2.711822987,2.907803059,0.196567655,3.642081022,2.758270502,0.168736801,0.954442084,-1.351234674,-4.598000526,2.758896589,-2.191721916,4.718737602,1.081115484
69,11,LOW,21,-0.196500033,3.397830248,0.498675078,-1.195120096,4.049148083,4.843878269,4.90461731,3.932391405,2.318522453,3.492358446,4.161164761,3.193193197,2.986865997,0.67505765,4.973668575,4.383963585,4.096144676,-1.351827502,1.592731714,2.110902786,4.173575878,4.57708025,5.023005009,3.669656992,3.352581978,3.104154348,0.277216166,3.077002048,0.18974857,4.249969959,1.387312531
70,14,LOW,17,-20.5164032,-0.978987217,-20.39317513,-8.520378113,-3.892589808,-0.82389307,1.233325601,-0.535570204,-8.087654114,0.839046955,-0.986080945,-7.156126499,-1.987186313,-2.023994207,1.575246215,1.153476834,-5.149206161,-21.16895294,-8.952612877,-6.165467262,-2.428954601,0.602291107,0.339401305,-0.474810272,-3.040206671,-5.691428661,-5.081237316,-0.951251626,-2.738891602,-0.723433793,-1.854809523
71,20,LOW,18,-1.432491899,10.46999836,-1.311280489,-0.817362666,7.261505127,11.7175312,9.260437012,7.172084808,5.033699989,11.10990906,8.627580643,4.479310513,2.584840775,6.689516544,1.950285554,5.147078991,7.341330051,0.063795052,5.808003902,0.757548869,10.40596771,9.178041458,12.52245331,6.193588734,9.926298141,8.561532021,3.288829803,2.152144432,5.843895912,1.929536819,6.853019238
72,13,LOW,13,-7.26216507,7.150427818,-7.819350243,-9.405294418,2.395103455,7.492698193,6.468357086,7.548580647,-1.929059744,10.1595459,4.088750839,-0.417907268,1.076777697,1.557309031,3.135076284,6.140039921,1.686954379,-10.95990562,-3.07041502,0.014940388,5.317246437,5.085049152,9.340641975,6.701157093,4.468231201,1.086713672,-4.385810852,1.813144565,-1.158727884,2.841049433,4.384352207
73,15,LOW,12,0.612571239,2.463527918,2.681966066,0.593702435,3.927620173,3.240721941,2.431051016,0.806869447,1.786908269,1.724524379,3.968305588,2.287824392,1.993070006,2.619316578,2.559693813,1.196741581,2.224498272,0.272611916,1.288106799,1.69054389,2.93434,3.488621473,3.29280901,0.78724122,2.672810555,2.383079529,1.49094367,2.876871824,2.466498852,3.019645691,2.586742401
74,16,LOW,15,-5.794115067,7.176520824,-5.320183754,-3.648051262,3.379116058,6.379074097,7.945324898,5.554231644,0.434900939,8.052879333,5.420492172,0.909692585,0.889532804,2.239787579,4.896848202,6.185986042,3.698901415,-7.413497925,0.05291348,-1.54706955,5.099274635,6.746819496,7.51304388,5.260098934,5.622604847,2.916167498,-0.703553259,2.321272135,0.946317732,3.803863525,3.896933317
75,12,LOW,21,1.02658999,4.875225544,0.405949205,-2.02346158,4.143930912,4.743061543,5.200832844,2.766555548,3.50849843,5.449543953,4.974397659,2.96331954,2.287140369,3.432389259,2.837671995,2.423125744,3.818461895,0.553972065,2.345998287,1.503090978,3.713201523,5.511518955,5.25887537,2.474530458,4.402552605,2.979605913,1.507394314,1.59190762,3.159644604,3.279613018,2.560407162
76,14,LOW,28,-6.431898594,2.799847126,-7.457997322,-0.514854372,0.746867061,4.231797218,4.892440319,5.489121437,-0.749225497,4.611151695,2.40342021,-0.747901857,0.269101202,3.744149685,3.231472015,4.971909046,0.544335842,-6.128948689,-0.7012254,-2.558440447,2.700708151,3.608618975,6.025772095,5.292577744,-1.171660423,0.973028183,2.102755308,2.000368595,3.256133556,2.275313139,5.090898514
77,13,LOW,25,-8.227092743,-0.339118391,-10.06191921,-1.945868015,-3.230563879,2.23010993,-0.299516439,3.83315587,-2.786875725,0.95621109,-2.336809635,-4.983219624,-4.645602226,3.381836891,0.026779737,1.449090838,-2.020191908,-8.124036789,-1.543169141,-7.127176285,1.421018481,-1.138860583,3.023291349,2.169351101,-1.498431802,1.25419879,1.824455976,-2.801700592,2.597929239,-0.884411573,4.211707115
78,14,LOW,28,-0.851911306,5.372648239,-1.765688419,-2.113026381,1.880732298,5.806405544,5.384385109,6.191347122,1.096361041,6.696675777,2.601688623,1.696562171,0.083401226,3.04970479,4.021932125,5.375627041,2.013831139,-2.118914366,1.04485774,0.826198518,4.450661182,4.088056564,7.428683758,5.366752148,3.686321974,3.094813347,-0.163793594,0.807749867,1.027749896,2.359580517,4.671259403
